price_earnings,price_book,price_sales,valuation_z__scaled,earnings_share,dividend_yield,ebitda,ebitda_log__scaled,profitability_ratio__scaled,market_cap,price,52w_range__scaled,price_to_52w_high__scaled,market_cap_log__scaled,dividend_flag__scaled
18.11,3.79,0.9923546,-0.32269528150273347,5.75,1.101989,4139000000.0,0.6024996139366466,-0.11661775981590793,59197016353.0,178.0,-0.7078171089684623,1.161913136829098,0.8041733961062064,0.0
12.24,2.89,4.591235,-0.1925205766012714,12.07,0.6387395,1261400000.0,-0.1578995494612378,0.6704853078114401,10442174371.0,179.11,-0.14909138980418576,-0.000450391057517951,-0.567171791380036,0.0
12.24,1.53,1.5429344,-0.6488458233363509,11.01,2.4299066,0.0,-13.568189479361108,-1.1982611774734464,33422948000.0,83.25,0.35643346444834323,0.025634570225189196,0.3523626760094718,0.0
27.45,4.56,6.493563,0.6641229690577264,2.1,0.8756979,1094000000.0,-0.24901541085870885,-0.42844484584677955,21984606918.0,65.05,-0.3802218723719274,0.478377984886437,0.02126715932207415,0.0
24.22,3.35,4.1163683,0.18896422700813156,13.66,2.7811136,2542500000.0,0.2906519678524426,-0.06274898132780846,34638387128.0,152.8,0.4573971049044734,-0.24512605555314856,0.38059532592154904,0.0
32.55,3.25,5.8546524,0.6486137520053449,1.79,0.0,789517000.0,-0.45774813828827393,-0.07844046560758382,10906904066.0,62.49,-0.4943710631270637,0.7964351565547609,-0.5327556146878107,-1.0
9.66,2.21,0.9801092,-0.738222085053731,8.28,1.9928383,1665000000.0,0.019750117887557022,2.0608652815939434,7903173734.0,64.04,-0.9487078125419217,-0.4997687717859609,-0.7873659430618545,0.0
26.03,2.98,5.3666205,0.3561489513833286,5.66,1.2004126,686030000.0,-0.5476599470188575,-0.2975054818849302,11782151266.0,105.18,-0.6418596251538167,-0.1610010336881442,-0.4717453936475358,0.0
19.03,2.07,10.492155,0.6182891564879446,1.57,3.0262272,0.0,-13.568189479361108,-1.1982611774734464,12043374429.0,114.58,0.7141329680107524,-0.5359686688275965,-0.4544129692043713,0.0
22.18,2.82,9.720562,0.700544322570106,1.77,0.0,1072000000.0,-0.26201559627142174,-0.5646262928961826,26172439795.0,108.47,-0.4775190245324699,-0.308871912228061,0.15908346042396163,-1.0
56.59,16.44,13.138819,3.3847128922319127,2.84,0.0,380326000.0,-0.9251567857865967,-0.8851035377241354,18788041378.0,220.71,-3.0087215417718953,4.797067129185951,-0.10292082898466806,-1.0
21.07,20.48,4.265232,1.572099527656503,2.37,0.8004002,531800000.0,-0.710623574729902,-0.11571717154117267,7599609494.0,77.32,0.30036975603932786,-0.18242040970694579,-0.8183236776324415,0.0
10.65,0.8303999999999999,4.820115,-0.3962242816602535,23.67119999999998,1.643289,-371216000.0,-13.568189479361108,-1.2995988473339406,56668833898.0,164.2,-0.6404503063776631,-0.7236303706224686,0.7696753404169497,0.0
13.02,8.28,1.7282298,-0.02309302253614582,14.13,0.9240122,2143200000.0,0.1813193359807444,1.2337873618345683,13632608582.0,240.6,0.36335681617023596,-0.2136420951291323,-0.35644388244492464,0.0
19.86,2.13,3.4331481,-0.13558917247679256,1.65,3.5733333,1168400000.0,-0.20691071295578892,0.8864829743460881,8670163500.0,37.14,0.818709889443041,-0.7954459889850889,-0.7141572500028196,0.0
13.26,1.67,1.2085556,-0.6404565340981024,4.68,1.5278208,0.0,-13.568189479361108,-1.1982611774734464,34759468905.0,90.06,0.25988582852901404,-0.18342451919261923,0.38335339979209343,0.0
31.48,4.7,6.801692,0.8433086636730989,22.27,0.0,34156879999.99997,1.9531027816599529,-0.17807765007123907,517950659552.9572,597.3351999999982,-0.37224804265153194,0.4356671408784869,2.5185413819517013,-1.0
40.29,4.67,6.772653,1.127905693258764,22.27,0.0,32714000000.0,1.925482317649856,-0.22117299156665876,517950659552.9572,597.3351999999982,-0.37224804265153194,0.4356671408784869,2.5185413819517013,-1.0
18.89,10.32,4.945682,0.7039400430787238,5.31,3.9526875,10773000000.0,1.214660638253224,0.114157471535116,126985101434.0,64.05,0.5248759363700134,-0.5547625576209269,1.4073997480430587,0.0
200.0692,24.28,3.927053,7.761019766316584,6.16,0.0,16132000000.0,1.4730446838575015,-0.7164372912153214,517950659552.9572,597.3351999999982,-0.37224804265153194,0.4356671408784869,2.5185413819517013,-1.0
20.38,1.79,2.693119,-0.23007356442089663,2.68,3.4404964,2298000000.0,0.2259483174920013,1.5563192101727157,12905744906.0,52.59,0.7372493787602522,-0.7673357768748804,-0.39975110636334393,0.0
9.92,6.03,0.58022565,-0.4463025100025374,3.91,0.7782101,5761000000.0,0.8141007143719051,2.425354740514404,24594852352.0,48.6,-0.32297168801671555,0.1454120207416596,0.10994494713152347,0.0
17.32,1.81,2.7489934,-0.3230001622900663,1.24,3.8479443,4450800000.0,0.6489783483499707,0.9736450206528875,31701916517.0,63.38,0.7731996620432662,-0.7838011236364608,0.31057811608009783,0.0
15.0,3.75,2.273575,-0.28591415505054774,2.9,1.4955667,0.0,-13.568189479361108,-1.1982611774734464,80410990000.0,88.34,0.25795120189114185,-0.13752675187995794,1.0462545398373042,0.0
23.22,0.8303999999999999,1.4686536,-0.3552347381045639,-0.76,2.1167521,0.0,-13.568189479361108,-1.1982611774734464,54360073164.0,58.28,1.2184210088339704,-0.7983348431993136,0.7367993994718155,0.0
20.68,9.22,11.954137,1.4492803918003159,1.97,2.0,3792383000.0,0.5465305517724002,-0.20748151698755424,59213892640.0,133.57,-0.30755128471687293,0.3601512842986901,0.8043986944043227,0.0
26.23,2.55,5.553833,0.34668761794038483,2.63,2.129297,1711000000.0,0.03719036584620095,0.7051460865089677,13906146184.0,76.06,0.5787484382799162,-0.5926546115710543,-0.3407417100692105,0.0
12.41,3.73,1.9493247,-0.4091281392642415,9.44,2.0735743,0.0,-13.568189479361108,-1.1982611774734464,23472126000.0,152.5,-0.46031161335874937,0.3233792257894919,0.07301498911473693,0.0
15.54,9.73,0.4081934384,0.03738332553863784,1.64,1.6132456,991884000.0,-0.31172317816449074,-0.4529434169367352,20587704101.0,91.55,-0.2214580665427763,0.2829456887138823,-0.030620923273866115,0.0
27.61,4.54,4.015368,0.39160426359268197,2.94,0.75512403,1025763000.0,-0.29023019983528087,-0.2724263045342468,17139651923.0,72.05,-0.40266664922115775,0.8153780131703594,-0.17549936908270347,0.0
13.76,3.91,5.58192,0.05550174076240945,2.57,2.9751508,11945000000.0,1.2807472712730583,0.24389571696177303,128133340000.0,173.12,0.40460445404372314,-0.2683294944329979,1.4145146010135037,0.0
25.9,6.64,3.85675,0.4978240475323164,2.05,0.8608971,1671700000.0,0.022320091166680402,-0.2388558940277186,26955335395.0,84.44,0.10787661565657854,0.21026926607162374,0.18237972996369703,0.0
-21.29,2.88,3.9682212,-1.368045219249723,-5.9,1.7029973,3115000000.0,0.42061215531521196,0.30158978310162465,32129091747.0,56.2,-1.053269512007463,0.8243121170390043,0.32115733396678503,0.0
17.67,3.13,8.00391,0.3872504175559183,2.11,2.108963,1663384000.0,0.019128707730293935,-0.3893593833000239,31811578855.0,82.68,0.42539756412017043,-0.3910776387139714,0.3133075000652895,0.0
18.78,1.7,0.6618165,-0.5168315959537315,6.13,2.3454583,2548000000.0,0.29203481061037906,1.3129688362843606,15696449735.0,96.9,-0.6892542807686649,0.3513193886416423,-0.2450223190818988,0.0
42.53,5.79,16.184554639999998,2.346386454342283,2.99,0.0,458515000.0,-0.805510587306172,-0.6590972154861479,13155919129.0,148.84,-1.0348684547083082,1.5087438090474283,-0.3845761839739979,-1.0
19.23,2.28,0.6696521,-0.45133978146060894,14.36,1.2581781,0.0,-13.568189479361108,-1.1982611774734464,61221978627.0,230.57,-0.9402543113783473,1.0844888147175935,0.8307583309464923,0.0
20.8,6.78,3.4972682,0.3016810883177313,4.66,1.0245464,1858000000.0,0.08993605085889655,-0.3799074156080553,35123123422.0,136.05,0.2859285724885436,-0.008477093250095963,0.39157954971573355,0.0
-53.6096,2.22,3.651366,-2.525358297526949,-3.72,2.528445,3265000000.0,0.4507090025217737,2.15421442835217,15066280977.0,37.73,-0.36195298939272125,-0.8722856487992505,-0.2774089269962303,0.0
15.6,4.69,6.187621,0.2505834521635373,1.95,3.876562,874871000.0,-0.39205487494152785,0.9999607865856964,6156884142.0,38.21,0.9789976177421075,-0.8955644484086833,-0.9847218440795003,0.0
16.86,5.66,3.4586093,0.07136146376257571,9.2,1.5795412,34156879999.99997,1.9531027816599529,-0.17807765007123907,517950659552.9572,155.15,0.18343849116558394,-0.08320729519538855,2.5185413819517013,0.0
14.08,5.44,4.7020154,0.09935726229693506,3.17,0.8215239,4336000000.0,0.632255654376412,0.10938485230507827,51296481503.0,45.75,-1.0764626650608107,0.4851712492786003,0.6909505005194249,0.0
69.74,7.56,1.5025798,1.7596479213306506,5.05,0.9392678,2370000000.0,0.24569101428676135,0.27379240531238697,24906530300.0,89.27,1.1914436921780918,-0.5197494937951742,0.11989824969804706,0.0
17.45,1.29,0.52478915,-0.611131118943008,2.17,3.1761081,2927000000.0,0.3807750542053031,0.7208293654974754,23594770663.0,41.35,0.8554297132279043,-0.5376849648000618,0.07713413139898809,0.0
20.21,3.4,0.94214815,-0.29254173509649,-0.21,0.9561753,1517000000.0,-0.03982232247410271,0.7375064906816649,12123300000.0,24.45,-0.05333382243514581,-0.3247402437733399,-0.44918487793751444,0.0
21.05,2.92,1.9400215,-0.1948890541205888,2.54,2.4807138,888000000.0,-0.38252275437098765,-0.05047188265300837,11968488290.0,64.4,0.4362368935353373,-0.011817453999342777,-0.45934300096056907,0.0
33.27,1.12,0.9821866,-0.05328811204947638,9.08,2.5313594,0.0,-13.568189479361108,-1.1982611774734464,4653993594.0,85.16,0.7732976780642358,-0.8640709995036059,-1.2059093003522143,0.0
12.14,1.8,1.4083152,-0.6439630553619247,4.76,5.4156513,34156879999.99997,1.9531027816599529,1.1324569621530325,226713270000.0,35.57,0.45295622510521094,-0.45122254121345906,1.865524052662237,0.0
-53.6096,205.0419999999998,16.184554639999998,16.280477311696398,-2.61,0.0,-371216000.0,-13.568189479361108,-1.4341170227356796,24348294504.0,104.81,-0.6385285663635019,0.3186677195613133,0.10198145902039789,-1.0
29.34,12.86,4.0483294,1.1664658604592675,3.85,2.2190912,2767400000.0,0.34489368087473116,-0.34777540592426687,50337702249.0,108.25,0.45485121536884743,-0.28558147135606904,0.6760375207395972,0.0
16.31,136.23,1.8510429,11.081869691465398,23.67119999999998,0.0,2347304000.0,0.23953316306160072,0.6244776274935463,19922021415.0,597.3351999999982,-0.37224804265153194,0.4356671408784869,-0.05659976460196035,-1.0
17.97,2.12,10.251216,0.5607987388677467,6.36,3.7149355,1331579000.0,-0.12325103375411318,-0.2557774057436218,21856547430.0,154.94,0.6074163799305453,-0.8564593762686832,0.01664969300230548,0.0
22.11,8.83,1.5206499,0.3006293197530432,3.11,1.5682175,831200000.0,-0.42482373240218624,0.07426199726710066,10104814319.0,110.77,-0.552378425768397,0.8454521861502542,-0.5931289543835649,0.0
200.0692,2.25,1.9390045,5.648560050119495,-0.31,2.4991322,285000000.0,-1.1098052970937862,-1.0646398297356814,32995712852.0,27.5,-1.7245717970095022,-0.9054664926092978,0.3421942069856169,0.0
20.56,3.62,1.5696399,-0.19221655017591707,0.85,1.0170354,1317000000.0,-0.13029617287693937,0.2815736577173106,13767688518.0,38.44,0.933032816885778,-0.5041148312956639,-0.34865075437407766,0.0
16.34,1.24,3.2011874,-0.3538559257907936,1.55,1.536,0.0,-13.568189479361108,-1.1982611774734464,321478200969.0,29.74,-0.229603091048533,0.5848608758286695,2.141563556743066,0.0
25.12,3.77,3.4394414,0.17927167202090877,1.29,0.97635394,1832000000.0,0.08091775348291386,-0.4047030744246624,35713732553.0,62.56,-0.3250997668289556,0.388595023054683,0.4047598002115381,0.0
16.26,1.55,3.4552107,-0.30158482766138023,2.74,2.4526198,0.0,-13.568189479361108,-1.1982611774734464,42087562920.0,51.07,0.24063775371059115,0.14942471786342054,0.5345556592762309,0.0
22.28,3.98,5.6912947,0.35454266368732507,4.65,1.3518385,1537000000.0,-0.03144051744663579,-0.7312172436721792,50910180308.0,211.44,0.019452695014519673,-0.00015107154105335638,0.684975724400344,0.0
30.43,1.58,1.4328232,-0.057217200834569965,9.76,0.0,0.0,-13.568189479361108,-1.1982611774734464,261401203633.0,191.42,0.273605830483083,-0.05801587013277249,1.9780524592636342,-1.0
19.22,4.79,0.76715523,-0.22535673776579915,3.81,1.9085041,2555000000.0,0.29379048157568677,0.6991672694046004,20831186176.0,68.79,-1.3729998394932825,1.8183880587979193,-0.0213281303656245,0.0
14.3,5.51,5.737439,0.22796613687257472,11.94,0.0,6511400000.0,0.8924573580224842,0.25827800181294364,69157726427.0,311.79,-0.3581861535070934,0.2954191245439789,0.9270941425230088,-1.0
22.49,2.95,6.9158196,0.4094675923876657,23.67119999999998,2.1643558,5684000000.0,0.8054897485815349,-0.17470854853507328,85907759858.0,509.38,-0.6745878007426133,0.7339355375174876,1.0985178918996508,0.0
12.29,205.0419999999998,2.0188456,16.874659502249134,1.92,3.7296038,894754000.0,-0.37767386699325384,1.3738761019442316,5381433872.0,25.19,-0.6334612673483762,0.26554433360954893,-1.0911212768567329,0.0
27.29,182.86,2.1560605,15.480361661222675,13.47,1.9648397,12476000000.0,1.3085809055778046,-0.2596105062131376,205617405233.0,329.66,-1.9815844264496492,3.2951393394219037,1.7883272974594786,0.0
14.15,2.89,1.5831376,-0.4646689110456979,0.55,1.2363636,867900000.0,-0.3971743738756115,-0.040429075967050414,11596117445.0,51.94,-0.4715247858833711,0.7315199254302156,-0.4843248377025357,0.0
18.05,3.15,6.839459,0.2717709540174403,2.93,2.7744062,1546846000.0,-0.027354135022528956,0.14610799246812065,17799878487.0,112.09,0.7364784205074612,-0.8205671914929766,-0.14562488939655743,0.0
20.0,4.78,4.055685,0.16584540013906554,0.07,0.0,1726000000.0,0.04277615922721523,-0.4594881469555302,36142506007.0,25.2,0.5776943053718234,-0.49502835714390564,0.4141926145285391,-1.0
22.63,0.8303999999999999,1.4188358,-0.38023292358025085,-6.8744,0.0,0.0,-13.568189479361108,-1.1982611774734464,7066613254.0,55.44,-0.010847452997688894,-0.6212458045882524,-0.8757974750818668,-1.0
20.83,6.75,6.503231,0.6349654220590492,2.65,2.5546863,5170000000.0,0.7448344637658889,-0.41802221636807585,102506501960.0,62.69,0.5401221438070437,0.09193218723645598,1.2381423352293928,0.0
15.94,4.4,6.961893,0.32315381010287714,4.01,2.9488583,7016000000.0,0.9402218156686771,-0.028579557603843803,92791974933.0,229.57,0.03536452646722907,-0.28738859574025866,1.1594460747219313,0.0
37.04,12.36,1.8411398,1.1314796933896432,1.7,1.1216964,1139000000.0,-0.22321937483786788,2.006567702068428,5498033502.0,63.33,-0.43303277130808615,0.7757790692393004,-1.0741787224954462,0.0
26.0,9.31,0.85282737,0.39566165091383865,3.57,1.987685,868096000.0,-0.3970298705854324,-0.15983814495435794,12932483889.0,90.47,-0.5646415390116931,0.9070366930626954,-0.39811521288384044,0.0
14.32,2.44,3.3742425,-0.29815891665929556,1.85,3.0,1613000000.0,-0.0005547987378414913,0.5620394564570805,14175422936.0,32.66,1.0082954511991293,-0.5333865862412329,-0.3255829555019343,0.0
60.55,4.21,8.636729,1.9639202181225297,-0.92,1.0269576,404951000.0,-0.8850085784516011,-0.618682194030998,10808821635.0,23.01,0.14934254765058477,-0.5225859175843472,-0.5398955215752611,0.0
34.09,10.98,5.751737,1.3514315798320091,0.74,0.0,455607000.0,-0.8095821590164627,-0.5510796998932683,10890625200.0,36.82,-0.582804696378284,0.2663572524582249,-0.5339361790807989,-1.0
14.84,7.91,2.3898203,0.07884319132997175,2.89,3.125,1683000000.0,0.02663127736385534,0.7350222275674554,13467193376.0,44.83,-0.21614645970029697,-0.7042162779720238,-0.3660929962236733,0.0
11.85,0.94,1.5931405,-0.7067522389358593,3.45,1.6306564,0.0,-13.568189479361108,-1.1982611774734464,47637260000.0,91.8,0.07363742815963145,0.01372428716466142,0.632455985663056,0.0
12.29,3.03,0.4081934384,-0.6448548176877142,4.04,2.8394227,1913000000.0,0.10860446116090863,0.24582122110824908,20493281175.0,66.63,-0.478036686890912,0.0620796627968015,-0.03425429714585868,0.0
19.44,3.55,0.6913859,-0.33298342063908065,3.97,0.0,1339628000.0,-0.1193944205803703,0.5539298929713476,11827453706.0,64.34,-0.04305654785905028,-0.07568434722882292,-0.4687121581703398,-1.0
17.48,2.0,2.8147783,-0.29408843895085424,3.58,2.6041667,4711000000.0,0.6853374944278698,0.2836176537415634,49180044050.0,66.76,0.3805696596396208,0.06358695365140214,0.6576479271669955,0.0
21.22,5.75,2.0468428,0.06553326550163706,1.26,2.0215108,8136000000.0,1.035000634386463,0.17247054362604883,91822049046.0,145.99,-1.4418210987177784,1.6767661266021012,1.1511408654763826,0.0
35.06,5.15,8.249042,1.1611818901046889,2.27,0.9426963,488406000.0,-0.7650956982292174,-0.6169842507131943,12998295607.0,111.15,-1.1859666890748515,0.9943234300532733,-0.39410320932864495,0.0
15.82,3.74,1.4622321,-0.3501278696847318,1.69,0.0,1652961000.0,0.015106126279822753,0.5725249890355986,14440591731.0,41.92,-0.40693916279940234,0.7071056762886341,-0.3109342780277628,-1.0
12.05,6.91,2.1055017,-0.1306351528954479,2.81,1.3473054,2841000000.0,0.36169077475523365,0.9528442759576967,20431395736.0,51.8,0.37628319570034385,-0.9018108853684208,-0.036644728454799394,0.0
13.27,7.49,5.830071,0.37429034800190314,3.58,0.0,5233000000.0,0.7525854620939236,-0.11773519670565588,74921079154.0,91.02,-0.580830913660967,-0.9087237806768547,0.9903614892804871,-1.0
19.12,2.58,0.5028663,-0.44779496643809263,3.23,0.0,2063000000.0,0.1569127254903525,0.5735354468162551,18012494506.0,100.36,-0.9934836663765733,1.3810160031182892,-0.13623975045466374,-1.0
19.73,3.21,1.6262617,-0.24846147639517552,1.0,4.2109256,2337000000.0,0.23671781651023002,1.983669954626404,11362043297.0,25.85,1.0467648042779267,-0.7743591835727031,-0.5004425770809205,0.0
8.35,1.39,1.4795984,-0.7961461965329927,1.16,6.323142971999997,5577000000.0,0.7933281609712657,3.532500408678172,18237196861.0,16.2,-1.7942897659237367,0.11055646273216932,-0.12644075414477804,0.0
27.09,4.62,5.5560412,0.5529644875195907,1.84,0.0,1523440000.0,-0.037111379000336855,-0.0814070264465488,21101697598.0,61.22,-0.08408197496782172,-0.038483074261473335,-0.011130256819455795,-1.0
-53.6096,2.81,3.0044448,-2.5467828993253363,-1.2,3.0395136,711000000.0,-0.5247813469614407,-0.0038864663154630492,9209106695.0,37.46,-1.0651299749601257,1.1887202312198974,-0.6664924785366714,0.0
29.82,4.51,7.949615,0.900161507936274,1.61,0.76878726,0.0,-13.568189479361108,-1.1982611774734464,69750188843.0,48.9,-0.34700160365986416,0.4563440508612117,0.9338364594980078,0.0
162.92,2.27,2.1208634,4.445974047980466,23.67119999999998,0.0,14694000000.0,1.4132961271981166,1.4233300292955935,86708878113.0,348.65,0.38850262211767317,-0.29627310758747427,1.1058544069586906,-1.0
4.7,1.84,0.4081934384,-0.9971925824136013,-6.44,0.0,1470000000.0,-0.05996275827506429,4.177333016232183,4230379820.88,12.8328,-0.6477763400756906,0.042100078514379004,-1.2813395300096442,-1.0
27.52,1.71,1.6489863,-0.11790074018815763,4.85,3.885853,28877000000.0,1.84564467349567,0.8417777972950785,218978820159.0,112.3,0.4819841270144921,-0.4418876930567529,1.838088682523847,0.0
45.86,6.11,2.5523853,0.964970065317455,0.8,0.0,401293000.0,-0.8908155616235325,-0.39048662346148677,7685283970.0,266.01,-1.3979099654420397,-0.7820184241610306,-0.809463012783425,-1.0
17.5,1.35,2.0985637,-0.4290109621280386,8.2,1.9251627,0.0,-13.568189479361108,-1.1982611774734464,68424670566.0,140.39,0.9579305155830271,-0.5092497604911389,0.9186714483967676,0.0
24.42,6.28,3.1682448,0.34143608125755537,2.92,1.8366054,868000000.0,-0.39710064363012565,-0.06404836570264116,11838963451.0,47.38,0.730169203905849,-0.4360723498973256,-0.4679433713285974,0.0
18.11,3.39,1.550762,-0.2948222906402919,7.2,0.020466639,0.0,-13.568189479361108,-1.1982611774734464,47680910480.0,189.27,-0.6281850857238661,0.5279795268173108,0.6331798981649418,0.0
26.37,4.28,7.556446,0.7228956032048308,-4.64,0.30214334,1061056000.0,-0.2685823090412488,0.42869238021352984,10089082025.0,100.19,-0.37929163968732066,-0.34228200733987996,-0.5943604836576086,0.0
27.48,1.6,2.756679,-0.00526205103515987,3.55,2.918904,0.0,-13.568189479361108,-1.1982611774734464,11916533018.0,70.34,1.0045242142962285,-0.703406823696764,-0.46278156720477315,0.0
32.75,6.53,2.7614057,0.5921573129565294,4.38,1.0344827,1097295000.0,-0.2470908782185732,-0.18033515513227913,16676145923.0,149.32,-0.277069216063723,0.44133962654051645,-0.19716820807488541,0.0
17.87,3.07,5.484418,0.10801619799332532,1.91,2.8755577,15447000000.0,1.4452775719291617,0.0,199425716482.0,38.77,0.012979805279542522,0.2980465761834355,1.764160761240915,0.0
13.48,0.9,2.1857586,-0.5904365539879445,-3.1,1.7068943,0.0,-13.568189479361108,-1.1982611774734464,192709302000.0,71.87,-0.07130262226564454,0.310992638619832,1.7370827317682382,0.0
16.04,1.08,3.3917346,-0.35625147968396614,3.27,1.9625335,0.0,-13.568189479361108,-1.1982611774734464,22008050974.0,42.19,-0.404393780498794,0.5499225684527572,0.02210957280768255,0.0
20.37,6.73,4.7538714,0.4232032248607025,-0.24,0.0,810268000.0,-0.4411456894365623,-0.24859569941257262,13199167493.0,84.53,0.5288668849420685,-0.20768086402703095,-0.3819821339535536,-1.0
32.15,2.51,14.881806,1.5775528863189487,11.94,3.6828613,2851800000.0,0.3641188868543536,-0.38763111443450565,54423298745.0,153.04,-0.002540562298303348,0.5253440488712715,0.7377181615940677,0.0
21.42,2.65,2.4711676,-0.14669779108004374,1.99,3.3918407,2099000000.0,0.1679835926328129,1.5364113652857425,11873960824.0,41.77,0.8099611744343845,-0.7592461494499482,-0.46561032497332844,0.0
22.8,8.65,6.822138,0.8985202487513918,1.49,3.3213644,8589000000.0,1.0696750134817958,-0.49840580764714404,189855335601.0,43.1,0.9645433877289289,-0.5373390754454099,1.7252897178870883,0.0
22.44,3.94,3.9678397,0.16438683404298762,2.54,1.0454783,2946000000.0,0.38491567537462157,-0.18818251757017043,45119684067.0,75.16,-0.11022148753281387,0.6865539910214826,0.5895403504885937,0.0
24.02,205.0419999999998,4.000737,17.482106480965793,2.28,2.2801766,4064000000.0,0.5907973190756487,-0.17792293198224973,61616643498.0,68.95,1.1467009240117954,-0.6634524522011501,0.8358372085925764,0.0
18.54,2.65,2.1797748,-0.27409401549302553,4.74,1.8929017,28675000000.0,1.8411524317907608,1.1805866601402006,186476996883.0,38.19,0.674513711803383,-0.42981146428030365,1.7110986183698504,0.0
18.89,1.96,4.905472,-0.018135937983530585,4.13,1.2823253,0.0,-13.568189479361108,-1.1982611774734464,16274969256.0,89.18,-0.4127060103319447,0.7680270735995063,-0.21641506106284256,0.0
18.2,3.86,1.8294994,-0.22046031569051652,1.46,2.3683476,1281200000.0,-0.14793250697758475,0.18007472626934645,14379717835.0,35.49,0.5261125669775755,-0.40744297263493084,-0.31427319656448144,0.0
84.39,2.61,12.271951,3.017398846135262,-6.8744,0.0,2151190000.0,0.1837006473226432,0.312907126001431,22021882339.0,140.09,-0.3900803165201701,0.44265151982206713,0.02260615340844398,-1.0
72.93,2.16,2.0764177,1.465208487595411,-0.65,2.049254,5328000000.0,0.7640987843303793,0.06045471947314533,65482462410.0,53.24,-0.12129283497357339,0.22753155954310095,0.8839328488142374,0.0
18.64,1.58,2.960244,-0.2756972650657696,4.1,3.8001595,4288000000.0,0.6251319259099318,1.6443731857456094,23335777662.0,74.73,0.8259282528826618,-0.7109718224769326,0.06841025449051642,0.0
30.92,5.14,5.145596,0.6781248662147799,8.71,0.9712818,3033300000.0,0.40360377519838164,-0.07289375504607197,41697453163.0,208.73,-0.33338437896179235,0.6889887323574436,0.5271953457493018,0.0
16.45,1.71,2.544682,-0.3830226869233212,-0.78,2.0791416,2970000000.0,0.3901079283252671,0.5853953475843857,25759280346.0,28.45,0.3528566565429441,-0.4977595955615268,0.14650675567706584,0.0
30.69,7.24,0.61203885,0.3457530453392361,6.09,1.0917627,5679000000.0,0.8049265683413658,-0.10609338431867579,80439804508.0,178.61,0.3597617388134243,-0.052842262707383826,1.046537718628488,0.0
24.64,1.37,2.0061796,-0.2022276638939498,-0.63,2.860412,211400000.0,-1.3009796180698943,-0.94863776830203,13101112504.0,19.96,-0.2536174115201876,0.8051114940748788,-0.3878757800850571,0.0
21.45,3.54,10.125291,0.7833713010779627,1.02,3.862069,2292600000.0,0.22444276850612918,-0.3955462070071813,44183023189.0,103.81,0.40429453649697594,-0.03882763107378523,0.5729595152616586,0.0
15.12,11.37,1.3324839,0.26727912666087,1.83,1.275917,543000000.0,-0.6972860122285716,0.43776431582072395,5134501276.0,30.85,0.8306483067800046,-0.3131276814483178,-1.128247697854481,0.0
21.94,4.27,4.216355,0.20391645914585793,6.07,1.5102888,5003000000.0,0.7238220073245054,0.4366194897312429,47340511707.0,50.47,0.4060162368501333,-0.37537657982586403,0.6275169701860752,0.0
